Log file open, 01/19/23 19:10:32
[2023.01.19-11.10.33:978][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.01.19-11.10.33:978][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.01.19-11.10.33:985][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.01.19-11.10.33:985][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.01.19-11.10.33:985][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.01.19-11.10.33:985][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.01.19-11.10.33:985][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.01.19-11.10.33:985][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.01.19-11.10.33:988][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.01.19-11.10.33:988][  0]LogTargetPlatformManager:   ADPCM
[2023.01.19-11.10.33:988][  0]LogTargetPlatformManager:   PCM
[2023.01.19-11.10.33:990][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.01.19-11.10.33:990][  0]LogTargetPlatformManager:   BINKA
[2023.01.19-11.10.33:994][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.01.19-11.10.33:994][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.01.19-11.10.33:994][  0]LogTargetPlatformManager:   OGG
[2023.01.19-11.10.33:997][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.01.19-11.10.33:997][  0]LogTargetPlatformManager:   OPUS
[2023.01.19-11.10.34:024][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   SF_METAL
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.01.19-11.10.34:030][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.01.19-11.10.34:036][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.01.19-11.10.34:036][  0]LogTargetPlatformManager:   VVM_1_0
[2023.01.19-11.10.34:036][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.01.19-11.10.34:036][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.01.19-11.10.34:036][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.01.19-11.10.34:036][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.01.19-11.10.34:036][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.01.19-11.10.34:036][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.01.19-11.10.34:038][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../DIYProjects/UE51/VRProject_Demo_5_1/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.01.19-11.10.34:038][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.01.19-11.10.34:038][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../DIYProjects/UE51/VRProject_Demo_5_1/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.19-11.10.34:038][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.01.19-11.10.34:058][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.01.19-11.10.34:058][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.19-11.10.34:058][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.01.19-11.10.34:065][  0]LogDerivedDataCache: Speed tests for C:/Users/26598/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.01.19-11.10.34:065][  0]LogDerivedDataCache: Display: Performance to C:/Users/26598/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.01ms. RandomReadSpeed=405.13MBs, RandomWriteSpeed=214.35MBs. Assigned SpeedClass 'Local'
[2023.01.19-11.10.34:066][  0]LogDerivedDataCache: Using Local data cache path C:/Users/26598/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.01.19-11.10.34:066][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.01.19-11.10.34:066][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.01.19-11.10.34:066][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.01.19-11.10.34:066][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.01.19-11.10.34:066][  0]LogShaderCompilers: Guid format shader working directory is -8 characters bigger than the processId version (../../../../../../DIYProjects/UE51/VRProject_Demo_5_1/Intermediate/Shaders/WorkingDirectory/13820/).
[2023.01.19-11.10.34:066][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/26598/AppData/Local/Temp/UnrealShaderWorkingDir/8F2839494A75092A1BD05590979DA760/'.
[2023.01.19-11.10.34:066][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.01.19-11.10.34:066][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 8 workers.
[2023.01.19-11.10.34:693][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.01.19-11.10.34:823][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../DIYProjects/UE51/VRProject_Demo_5_1/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.01.19-11.10.34:823][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: ---
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: ---
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.01.19-11.10.34:985][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.01.19-11.10.35:061][  0]LogSlate: Using FreeType 2.10.0
[2023.01.19-11.10.35:061][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.01.19-11.10.35:067][  0]LogHMD: Optional extension XR_KHR_opengl_enable is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Optional extension XR_KHR_vulkan_enable is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Optional extension XR_KHR_vulkan_swapchain_format_list is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Optional extension XR_VARJO_quad_views is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Optional extension XR_KHR_binding_modification is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Optional extension XR_EPIC_view_configuration_fov is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Optional extension XR_EXT_dpad_binding is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Optional extension XR_EXT_active_action_set_priority is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Warning: Required extension XR_MSFT_hand_tracking_mesh is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Could not enable all required OpenXR extensions for OpenXRExtensionPlugin on current system. This plugin will be loaded but ignored, but will be enabled on a target platform that supports the required extension.
[2023.01.19-11.10.35:067][  0]LogHMD: Optional extension XR_MSFT_perception_anchor_interop is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Warning: Required extension XR_EXT_hp_mixed_reality_controller is not available
[2023.01.19-11.10.35:067][  0]LogHMD: Could not enable all required OpenXR extensions for HP Motion Controller on current system. This plugin will be loaded but ignored, but will be enabled on a target platform that supports the required extension.
[2023.01.19-11.10.35:788][  0]LogHMD: Initialized OpenXR on Microsoft Holographic AppRemoting Runtime runtime version 2.8.0
[2023.01.19-11.10.35:788][  0]LogHMD: HolographicRemotingPlugin::SetRemotingStatusText: Connecting...
[2023.01.19-11.10.36:473][  0]LogAssetRegistry: FAssetRegistry took 0.0086 seconds to start up
[2023.01.19-11.10.36:481][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.01.19-11.10.36:630][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.01.19-11.10.36:874][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: Available device profiles:
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F88C00][00000B729E65D800 52] GlobalDefaults, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8AE00][00000B729F2F0000 52] Windows, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8AA00][00000B729F2F2800 52] WindowsEditor, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F89E00][00000B729E7FA000 52] WindowsServer, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8A600][00000B72A1490000 52] WindowsClient, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F89A00][00000B72967F0000 52] IOS, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8A200][00000B72A7B80000 52] iPadAir2, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8BA00][00000B72A7B87800 52] IPadPro, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8BC00][00000B72A7B85000 52] iPadAir3, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8B400][00000B72A7B8A000 52] iPadAir4, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8A000][00000B72A7B8C800 52] iPadAir5, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8B000][00000B729F2FA000 52] iPadMini4, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8BE00][00000B72A7BE0000 52] iPadMini5, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8A800][00000B72A7BE5000 52] iPadMini6, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8D800][00000B72A7BEC800 52] iPhone6S, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8DA00][00000B72A7BEA000 52] iPhone7, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8DC00][00000B72A7BE7800 52] iPodTouch7, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8C200][00000B72A7B82800 52] iPhone6SPlus, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8C800][00000B72A7BF0000 52] iPhone7Plus, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8A400][00000B72A7BF5000 52] iPhoneSE, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8B800][00000B72A7BF7800 52] iPhone8, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8AC00][00000B72A7BFA000 52] iPhone8Plus, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8CC00][00000B72A7BFC800 52] iPhoneX, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8D400][00000B72A7BE2800 52] iPhoneXS, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F89C00][00000B72A7C00000 52] iPhoneXSMax, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8CE00][00000B72A7C05000 52] iPhoneXR, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8C600][00000B72A7C07800 52] iPhone11, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8C400][00000B72A7C0A000 52] iPhone11Pro, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F89200][00000B72A7C0C800 52] iPhone11ProMax, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F88E00][00000B72A7BF2800 52] iPhoneSE2, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8D200][00000B72A7C10000 52] iPhone12Mini, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F89000][00000B72A7C15000 52] iPhone12, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F88800][00000B72A7C17800 52] iPhone12Pro, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F87A00][00000B72A7C1A000 52] iPhone12ProMax, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8DE00][00000B72A7C1C800 52] iPhone13Mini, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8E000][00000B72A7C02800 52] iPhone13, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F89600][00000B72A7B70000 52] iPhone13Pro, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8B600][00000B72A7B75000 52] iPhone13ProMax, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8C000][00000B72A7B77800 52] iPhoneSE3, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8E800][00000B72A7B7A000 52] iPhone14, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8CA00][00000B72A7B7C800 52] iPhone14Plus, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8EA00][00000B72A7C12800 52] iPhone14Pro, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8EE00][00000B72A7C50000 52] iPhone14ProMax, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8F000][00000B72A7C55000 52] iPadPro105, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8E200][00000B72A7C57800 52] iPadPro129, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8E400][00000B72A7C5A000 52] iPadPro97, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8D000][00000B72A7C5C800 52] iPadPro2_129, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8F800][00000B72A7B72800 52] iPad5, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8D600][00000B72A7C60000 52] iPad6, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8FA00][00000B72A7C65000 52] iPad7, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6F8FE00][00000B72A7C67800 52] iPad8, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A6FCFE00][00000B72A7C6A000 52] iPad9, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A06C4400][00000B72A7C6C800 52] iPad10, 
[2023.01.19-11.10.36:874][  0]LogDeviceProfileManager: 	[00000B72A7C70000][00000B72A7C52800 52] iPadPro11, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C71200][00000B72A7C80000 52] iPadPro2_11, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C71000][00000B72A7C85000 52] iPadPro3_11, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C71A00][00000B72A7C87800 52] iPadPro4_11, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C70800][00000B72A7C8A000 52] iPadPro3_129, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C71400][00000B72A7C8C800 52] iPadPro4_129, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C70A00][00000B72A7C62800 52] iPadPro5_129, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C70E00][00000B72A7C90000 52] iPadPro6_129, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C72000][00000B72A7C95000 52] AppleTV, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C70200][00000B72A7C97800 52] AppleTV4K, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C70400][00000B72A7C9A000 52] AppleTV2_4K, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C71E00][00000B72A7C9C800 52] TVOS, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C73A00][00000B72A7CA0000 52] Mac, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C73C00][00000B72A7CA2800 52] MacEditor, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C73400][00000B72A7CA7800 52] MacClient, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C70600][00000B72A7CAA000 52] MacServer, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C74000][00000B72A7C82800 52] Linux, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C74200][00000B72A7C92800 52] LinuxEditor, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C72C00][00000B72A7CAC800 52] LinuxArm64Editor, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C73200][00000B72A7CB0000 52] LinuxArm64, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C72A00][00000B72A7CB5000 52] LinuxClient, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C73E00][00000B72A7CB7800 52] LinuxArm64Client, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C72400][00000B72A7CBA000 52] LinuxServer, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C73600][00000B72A7CBC800 52] LinuxArm64Server, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C74E00][00000B72A7CA5000 52] Android, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C73800][00000B72A7CC0000 52] Android_Preview_OpenGL, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C71800][00000B72A7CC5000 52] Android_Preview_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C72200][00000B72A7CC7800 52] Android_Low, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C74600][00000B72A7CCA000 52] Android_Mid, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C72800][00000B72A7CCC800 52] Android_High, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C74A00][00000B72A7CB2800 52] Android_Default, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C74800][00000B72A7CD0000 52] Android_Adreno4xx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C75000][00000B72A7CD5000 52] Android_Adreno5xx_Low, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C70C00][00000B72A7CD7800 52] Android_Adreno5xx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C74C00][00000B72A7CDA000 52] Android_Adreno6xx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C72E00][00000B72A7CDC800 52] Android_Adreno6xx_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C75800][00000B72A7CC2800 52] Android_Adreno7xx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C73000][00000B72A7CE0000 52] Android_Adreno7xx_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C75A00][00000B72A7CE5000 52] Android_Mali_T6xx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C75E00][00000B72A7CE7800 52] Android_Mali_T7xx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C76000][00000B72A7CEA000 52] Android_Mali_T8xx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C75200][00000B72A7CEC800 52] Android_Mali_G71, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C75400][00000B72A7CD2800 52] Android_Mali_G72, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C71C00][00000B72A7CF0000 52] Android_Mali_G72_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C76800][00000B72A7CF5000 52] Android_Mali_G76, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C72600][00000B72A7CF7800 52] Android_Mali_G76_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C76A00][00000B72A7CFA000 52] Android_Mali_G77, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C76E00][00000B72A7CFC800 52] Android_Mali_G77_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C77000][00000B72A7CE2800 52] Android_Mali_G78, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C76200][00000B72A7D00000 52] Android_Mali_G78_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C76400][00000B72A7D05000 52] Android_Mali_G710, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C71600][00000B72A7D07800 52] Android_Mali_G710_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C77800][00000B72A7D0A000 52] Android_Xclipse_920, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C74400][00000B72A7D0C800 52] Android_Xclipse_920_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C77A00][00000B72A7CF2800 52] Android_Vulkan_SM5, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C77E00][00000B72A7D10000 52] Android_PowerVR_G6xxx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C78000][00000B72A7D15000 52] Android_PowerVR_GT7xxx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C77200][00000B72A7D17800 52] Android_PowerVR_GE8xxx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C78A00][00000B72A7D1A000 52] Android_PowerVR_GM9xxx, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C77600][00000B72A7D1C800 52] Android_PowerVR_GM9xxx_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C78800][00000B72A7D02800 52] Android_TegraK1, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C78200][00000B72A7D20000 52] Android_Unknown_Vulkan, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C79000][00000B72A7D25000 52] Oculus_Quest, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C78400][00000B72A7D27800 52] Oculus_Quest2, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: 	[00000B72A7C78600][00000B72A7D2A000 52] HoloLens, 
[2023.01.19-11.10.36:875][  0]LogDeviceProfileManager: Active device profile: [00000B72A6F8AA00][00000B729F2F2800 52] WindowsEditor
[2023.01.19-11.10.36:875][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2023.01.19-11.10.36:875][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../DIYProjects/UE51/VRProject_Demo_5_1/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
